Name A Government Agency With A 3 Letter Abbreviation,FBI,50
Name a state where they grow a lot of fruit,Florida,51
Name a sport where people wear helmets,Football,57
Name an appliance you keep plugged in all the time,Fridge,27
Name an accessory that might be sold with a James Bond action figure,Gun,44
Name Something You Use Bricks To Build,House,78
Name something scientists wear in the lab,Lab Coat,79
Name a job whereÕd you spend most of the day in the sun,Lifeguard,48
Name Something The Average Person Might Have To Do If They wanted To Be A Sumo Wrestler,Lift Weights,59
Which Term Is Most Overused In Internet chatting,LOL,43
Name Something People Suck On,Lolliepop,69
Name The Month When The Weather Starts To Warm Up,May,56
"If Teenagers Were In Charge Of The Remote Control, Name The TV Channel They Would Be On All The Time",MTV,63
Name something other than an animal or a human that has an eye,Needle,35
Name Something You Grease,Pan,60
Name A Reason Why You Might Want To Change Seats On A Plane,Person Snores,32
Name A Color Movie Villains Never Wear,Pink,48
Name something you wish you had in your backyard,Pool,54
Name Something You Might Buy To Go With Your New Pool Table,Pool Sticks,59
Name something people do with horses that they donÕt do with cows,Ride Them,48
Name a type of entertainer you might see on a cruise ship,Singer,43
Name a reason youÕd close your eyes,Sleep,84
Name something people keep near the kitchen sink,Soap,42
Name Something Most Doctors Carry With Them On Their Rounds,Stethescope,32
Name a Thanksgiving side dish,Stuffing,37
Name Something People Do To Prevent Getting Sunburned,Sun Tan Lotion,71
Name a type of person who would wear goggles,Swimmer,30
Name a problem youÕd have to deal with if you won the lottery,Taxes,26
Name Someone Winnie The Pooh Is Good Friends With,Tigger,47
Nmae The Best Drink To Have After Exercising,Water,62
Name A Good Gift For A Football Referee,Whistle,53
Name Someone Who Might Wear A Pointy Hat,Witch,27
Name A Reason Why You Only See Someone At Night,Work,35
Name something people spread on crackers,Cheese,36
Name something that people pitch.,Ball,52
Name a sport that involves hitting a ball,Baseball,72
Name someone who probably wouldnÕt be invited to BatmanÕs birthday party,Joker,41
Name a prop you would see in an Indiana Jones movie,Whip,44
Name something you associate with Tinkerbell,Peter Pan,32
Name something you hope doesnÕt happen when youÕre holding a baby,Fall,24
Give me another word for zero,Nothing,39
Name a way youÕd travel across country,Airplane,60
Name a famous bridge,London Bridge,41
Name a famous Helen,Helen Keller,42
Name A Food That Be Made With Blueberries,Pie,56
"Name A Job That in Most Households, A Man Is More Likely To Do Than His Wife",Yard,36
We asked 100 women: Name Something YouÕd Be Uncomfortable Wearing In Public when You Feel You Have 10 Pounds To Lose,Bathing Suit,47
Name Something That Starts With The Word ÒGooseÓ,Bumps,43
Name A Part Of A Motorcycle That Would Be Hard To Ride Without,sEAT,40
Name A Reason Why A Student Would Raise His Hand In Class,Bathroom,42
Name Something A Circus Performer Would Use On On A High Wire,Stick,53
On A Scale Of 1-10 How Happy Do You Think Most People Are,6,29
Name A Reason You Might Send Someone A card,Birthday,65
Name Something That Would Be hard To Do If You Had Lockjaw,Eat,59
Name Something YouÕd See At A Gas Station,Pumps,41
Name Something Your Dog Might Be Trying To Tell You When It Barks,Someone Coming,32
Name An animal Whose Head You Might see On The wall Of A HunterÕs Den,Deer,69
Name A Place That Has The Word ÒSquareÓ In It,Time Square,46
Name A Food That You DonÕt Have To chew To Swallow,Ice cream,31
Name Something That People Can Either Rent Or Buy,House,45
Name A ÒChristopherÓ YouÕve seen On Television,Reese,42
Name Something A Wife Likes To Her From Her Husband,I Love You,60
Name A Way You Know Your Dog Is Happy To see You,Wags His Tail,62
Name Your Favorite Food With Peanut butter In It,Reeses,50
Name An Entertainer Who Often performs Live,Singer,44
Name Something That Has The Word Pop In It,Popcorn,34
Tell Me A Manes Name That Starts With The Letter ÒTÓ,Tom,52
Name An Animal At The Zoo That might Go Beserk And hurt Someone,Elephant,58
Name Someplace Where You Might See A Movie Advertised,Television,32
Name Something People Put On Popcorn,Butter,72
Name Something Associated With John Lennon,The Beatles,25
"Besides The Show E.R., Name A TV Program About Doctors",GreyÕs Anatomy,33
Name A Pie Filling Often Used During The Holidays,Pumpkin,45
Tell Me What YouÕd Miss Most If You Were Stranded On The ÒSurvivorÓ Island,Family,28
Name A Reason A Whale Might Not Make A Good Pet For Kids,Too Big,58
Name Something You Might See A Hotel Maid Holding,Towels,35
Name A famous Doctor Whom You WouldnÕt Trust To Perform Surgery,Dr Phil,25
Name A Vegetable That Goes Great With Party Dip,Carrots,35
Name A Reason Mothers Call Llittle Children In From Playing Outside,Eat,46
Name A Part Of The Body That Starts With The Letter ÒB.Ó,Bottom,54
Name Something People Put On A Bagel.,Cream Cheese,74
Name Something You Make With Batter,Pancakes,30
Name Something A Movie Director Might Yell Out In The Set,Cut,54
Name The Hottest Month Of The Year,July,24
Name A Wild Animal YouÕd Be Foolish To Keep As A Pet,Tiger,27
Name Something associated With ÒItÕs A Wonderful LifeÓ,James Stewart,26
Name Something Guests Do At A Wedding Reception,Eat,33
